"Countries, territories and areas; Year,""Maternal mortality ratio (per 100 000 live births)"",""Number of maternal deaths"""
"Moldova; 2005,""30 [26-35]"",""15 [13-18]"""
"Moldova; 2004,""28 [24-33]"",""14 [12-17]"""
"Moldova; 2003,""34 [29-40]"",""17 [14-19]"""
"Moldova; 2002,""40 [34-47]"",""19 [16-23]"""
"Moldova; 2001,""44 [37-51]"",""21 [18-25]"""
"Moldova; 2000,""49 [42-58]"",""24 [21-29]"""
"Moldova; 1999,""56 [48-66]"",""29 [25-34]"""
"Moldova; 1998,""71 [60-84]"",""38 [33-45]"""
"Moldova; 1997,""71 [61-84]"",""41 [35-49]"""
"Moldova; 1996,""81 [69-96]"",""46 [40-54]"""
"Moldova; 1995,""70 [60-82]"",""42 [36-49]"""
"Moldova; 1994,""78 [67-92]"",""51 [44-60]"""
"Moldova; 1993,""63 [55-75]"",""44 [38-51]"""
"Moldova; 1992,""56 [48-66]"",""40 [35-48]"""
"Moldova; 1991,""67 [57-78]"",""49 [42-58]"""
"Moldova; 1990,""57 [48-66]"",""45 [38-52]"""
"Moldova; 1989,""52 [44-62]"",""43 [36-51]"""
"Moldova; 1988,""56 [47-68]"",""51 [42-61]"""
"Moldova; 1987,""60 [49-73]"",""58 [48-71]"""
"Moldova; 1986,""62 [50-78]"",""61 [49-76]"""
"Moldova; 1985,""75 [58-96]"",""72 [56-93]"""
"North_Macedonia; 2020,""3 [1-6]"",""1 [0-1]"""
"North_Macedonia; 2019,""3 [2-5]"",""1 [0-1]"""
"North_Macedonia; 2018,""3 [2-5]"",""1 [0-1]"""
"North_Macedonia; 2017,""3 [2-5]"",""1 [0-1]"""
"North_Macedonia; 2016,""3 [2-5]"",""1 [0-1]"""
"North_Macedonia; 2015,""5 [3-7]"",""1 [1-2]"""
"North_Macedonia; 2014,""5 [3-7]"",""1 [1-2]"""
"North_Macedonia; 2013,""4 [3-6]"",""1 [1-1]"""
"North_Macedonia; 2012,""5 [3-7]"",""1 [1-2]"""
"North_Macedonia; 2011,""5 [4-7]"",""1 [1-2]"""
"North_Macedonia; 2010,""6 [4-9]"",""2 [1-2]"""
"North_Macedonia; 2009,""7 [5-10]"",""2 [1-2]"""
"North_Macedonia; 2008,""7 [5-9]"",""2 [1-2]"""
"North_Macedonia; 2007,""8 [6-10]"",""2 [1-2]"""
"North_Macedonia; 2006,""8 [6-11]"",""2 [1-2]"""
"North_Macedonia; 2005,""9 [7-11]"",""2 [2-3]"""
"North_Macedonia; 2004,""9 [7-12]"",""2 [2-3]"""
"North_Macedonia; 2003,""10 [8-13]"",""3 [2-4]"""
"North_Macedonia; 2002,""11 [8-14]"",""3 [2-4]"""
"North_Macedonia; 2001,""12 [9-15]"",""3 [2-4]"""
"North_Macedonia; 2000,""12 [10-16]"",""3 [3-4]"""
"North_Macedonia; 1999,""13 [11-17]"",""3 [3-4]"""
"North_Macedonia; 1998,""14 [11-17]"",""4 [3-5]"""
"North_Macedonia; 1997,""14 [11-18]"",""4 [3-5]"""
"North_Macedonia; 1996,""15 [12-19]"",""4 [3-6]"""
"North_Macedonia; 1995,""16 [12-20]"",""5 [4-6]"""
"North_Macedonia; 1994,""15 [12-19]"",""5 [4-6]"""
"North_Macedonia; 1993,""16 [12-21]"",""5 [4-6]"""
"North_Macedonia; 1992,""16 [13-22]"",""5 [4-7]"""
"North_Macedonia; 1991,""14 [11-19]"",""5 [4-7]"""
"North_Macedonia; 1990,""17 [12-23]"",""6 [4-8]"""
"North_Macedonia; 1989,""16 [12-23]"",""6 [4-8]"""
"North_Macedonia; 1988,""16 [12-24]"",""6 [4-9]"""
"North_Macedonia; 1987,""16 [12-25]"",""6 [4-9]"""
"North_Macedonia; 1986,""18 [13-28]"",""7 [5-11]"""
"North_Macedonia; 1985,""18 [12-29]"",""7 [5-12]"""
"Romania; 2020,""10 [7-14]"",""20 [15-28]"""
"Romania; 2019,""10 [8-14]"",""21 [16-28]"""
"Romania; 2018,""11 [9-15]"",""24 [19-31]"""
"Romania; 2017,""13 [10-16]"",""28 [22-34]"""
"Romania; 2016,""16 [13-19]"",""34 [27-41]"""
"Romania; 2015,""15 [12-18]"",""31 [25-37]"""
"Romania; 2014,""15 [13-18]"",""31 [26-37]"""
"Romania; 2013,""17 [14-20]"",""33 [28-39]"""
"Romania; 2012,""18 [15-21]"",""37 [31-43]"""
"Romania; 2011,""19 [16-22]"",""39 [33-46]"""
"Romania; 2010,""22 [19-26]"",""50 [43-60]"""
"Romania; 2009,""21 [18-25]"",""52 [44-62]"""
"Romania; 2008,""23 [20-28]"",""57 [48-69]"""
"Romania; 2007,""26 [22-31]"",""58 [49-70]"""
"Romania; 2006,""31 [26-37]"",""70 [59-84]"""
"Romania; 2005,""37 [31-44]"",""84 [70-100]"""
"Romania; 2004,""46 [38-55]"",""100 [84-120]"""
"Romania; 2003,""48 [41-57]"",""105 [88-125]"""
"Romania; 2002,""47 [40-56]"",""102 [86-121]"""
"Romania; 2001,""48 [40-56]"",""104 [87-123]"""
"Romania; 2000,""50 [43-60]"",""113 [96-134]"""
"Romania; 1999,""57 [49-68]"",""130 [111-154]"""
"Romania; 1998,""61 [52-72]"",""142 [121-167]"""
"Romania; 1997,""67 [56-79]"",""156 [132-184]"""
"Romania; 1996,""77 [65-91]"",""177 [150-210]"""
"Romania; 1995,""75 [64-88]"",""178 [151-210]"""
"Romania; 1994,""77 [66-90]"",""193 [164-226]"""
"Romania; 1993,""85 [72-99]"",""216 [184-251]"""
"Romania; 1992,""109 [93-126]"",""288 [246-334]"""
"Romania; 1991,""112 [96-130]"",""309 [266-360]"""
"Romania; 1990,""127 [109-148]"",""394 [339-457]"""
"Romania; 1989,""145 [125-169]"",""521 [449-608]"""
"Romania; 1988,""165 [141-194]"",""615 [525-720]"""
"Romania; 1987,""188 [157-224]"",""702 [588-837]"""
"Romania; 1986,""202 [166-247]"",""739 [606-903]"""
"Romania; 1985,""212 [169-267]"",""722 [575-907]"""
"Russia; 2020,""14 [9-20]"",""197 [136-293]"""
"Russia; 2019,""7 [6-10]"",""111 [88-142]"""
"Russia; 2018,""9 [7-11]"",""141 [115-177]"""
"Russia; 2017,""9 [7-11]"",""148 [122-180]"""
"Russia; 2016,""8 [7-10]"",""160 [134-192]"""
"Russia; 2015,""10 [9-12]"",""203 [173-241]"""
"Russia; 2014,""10 [8-12]"",""193 [165-227]"""
"Russia; 2013,""11 [9-13]"",""211 [182-248]"""
"Russia; 2012,""12 [11-14]"",""237 [204-277]"""
"Russia; 2011,""14 [12-17]"",""265 [228-309]"""
"Russia; 2010,""17 [15-20]"",""313 [270-364]"""
"Russia; 2009,""19 [17-22]"",""343 [295-399]"""
"Russia; 2008,""19 [16-22]"",""324 [279-377]"""
"Russia; 2007,""22 [19-26]"",""359 [309-420]"""
"Russia; 2006,""27 [23-31]"",""409 [353-479]"""
"Russia; 2005,""31 [27-37]"",""474 [409-555]"""
"Russia; 2004,""35 [30-41]"",""532 [457-620]"""
"Russia; 2003,""42 [36-49]"",""620 [532-724]"""
"Russia; 2002,""48 [41-56]"",""691 [594-807]"""
"Russia; 2001,""44 [38-52]"",""601 [519-699]"""
"Russia; 2000,""52 [45-61]"",""681 [589-790]"""
"Russia; 1999,""60 [52-69]"",""754 [650-874]"""
"Russia; 1998,""60 [52-70]"",""780 [675-904]"""
"Russia; 1997,""65 [56-75]"",""849 [731-986]"""
"Russia; 1996,""86 [73-100]"",""1 160 [995-1 351]"""
"Russia; 1995,""90 [77-105]"",""1 253 [1 080-1 471]"""
"Russia; 1994,""88 [75-103]"",""1 265 [1 085-1 481]"""
"Russia; 1993,""82 [71-96]"",""1 203 [1 035-1 410]"""
"Russia; 1992,""66 [57-77]"",""1 064 [919-1 245]"""
"Russia; 1991,""71 [61-83]"",""1 282 [1 100-1 494]"""
"Russia; 1990,""78 [67-91]"",""1 561 [1 339-1 826]"""
"Russia; 1989,""74 [64-88]"",""1 620 [1 384-1 906]"""
"Russia; 1988,""76 [64-91]"",""1 792 [1 514-2 145]"""
"Russia; 1987,""86 [72-106]"",""2 143 [1 779-2 632]"""
"Russia; 1986,""91 [74-115]"",""2 240 [1 819-2 836]"""
"Russia; 1985,""107 [84-141]"",""2 595 [2 046-3 414]"""
"Rwanda; 2020,""259 [184-383]"",""1 033 [735-1 527]"""
"Rwanda; 2019,""281 [202-401]"",""1 111 [800-1 585]"""
"Rwanda; 2018,""281 [206-390]"",""1 100 [807-1 525]"""
"Rwanda; 2017,""275 [207-369]"",""1 055 [794-1 417]"""
"Rwanda; 2016,""292 [223-382]"",""1 102 [843-1 446]"""
"Rwanda; 2015,""312 [241-404]"",""1 157 [894-1 500]"""
"Rwanda; 2014,""307 [241-392]"",""1 121 [881-1 430]"""
"Rwanda; 2013,""323 [257-412]"",""1 164 [925-1 482]"""
"Rwanda; 2012,""328 [263-414]"",""1 169 [937-1 473]"""
"Rwanda; 2011,""368 [298-464]"",""1 310 [1 060-1 651]"""
"Rwanda; 2010,""386 [312-486]"",""1 385 [1 121-1 745]"""
"Rwanda; 2009,""401 [328-502]"",""1 448 [1 182-1 813]"""
"Rwanda; 2008,""432 [354-540]"",""1 564 [1 282-1 956]"""
"Rwanda; 2007,""465 [381-576]"",""1 682 [1 378-2 087]"""
"Rwanda; 2006,""483 [395-596]"",""1 738 [1 423-2 146]"""
"Rwanda; 2005,""533 [439-653]"",""1 901 [1 567-2 331]"""
"Rwanda; 2004,""599 [495-730]"",""2 102 [1 737-2 561]"""
"Rwanda; 2003,""715 [585-866]"",""2 460 [2 011-2 978]"""
"Rwanda; 2002,""818 [664-995]"",""2 773 [2 251-3 374]"""
"Rwanda; 2001,""895 [724-1 092]"",""3 015 [2 439-3 681]"""
"Rwanda; 2000,""1 007 [808-1 232]"",""3 362 [2 697-4 115]"""
"Rwanda; 1999,""1 163 [925-1 434]"",""3 850 [3 061-4 746]"""
"Rwanda; 1998,""1 327 [1 042-1 653]"",""4 353 [3 419-5 423]"""
"Rwanda; 1997,""1 483 [1 157-1 866]"",""4 596 [3 588-5 785]"""
"Rwanda; 1996,""1 535 [1 180-1 947]"",""3 806 [2 927-4 828]"""
"Rwanda; 1995,""1 586 [1 199-2 028]"",""3 553 [2 685-4 543]"""
"Rwanda; 1994,""4 106 [2 743-5 898]"",""13 302 [8 886-19 110]"""
"Rwanda; 1993,""1 561 [1 150-2 033]"",""5 153 [3 797-6 709]"""
"Rwanda; 1992,""1 435 [1 046-1 894]"",""4 664 [3 400-6 156]"""
"Rwanda; 1991,""1 340 [965-1 788]"",""4 328 [3 118-5 774]"""
"Rwanda; 1990,""1 207 [859-1 632]"",""3 924 [2 791-5 303]"""
"Rwanda; 1989,""1 146 [794-1 568]"",""3 747 [2 597-5 129]"""
"Rwanda; 1988,""1 042 [703-1 452]"",""3 397 [2 292-4 733]"""
"Rwanda; 1987,""976 [644-1 383]"",""3 143 [2 072-4 454]"""
"Rwanda; 1986,""952 [616-1 373]"",""2 998 [1 942-4 324]"""
"Rwanda; 1985,""952 [603-1 390]"",""2 952 [1 869-4 310]"""
"Saint_Lucia; 2020,""73 [44-127]"",""1 [1-3]"""
"Saint_Lucia; 2019,""72 [43-121]"",""1 [1-2]"""
"Saint_Lucia; 2018,""61 [38-101]"",""1 [1-2]"""
"Saint_Lucia; 2017,""64 [40-103]"",""1 [1-2]"""
"Saint_Lucia; 2016,""64 [42-101]"",""1 [1-2]"""
"Saint_Lucia; 2015,""80 [52-122]"",""2 [1-2]"""
"Saint_Lucia; 2014,""72 [48-108]"",""1 [1-2]"""
"Saint_Lucia; 2013,""74 [50-108]"",""1 [1-2]"""
"Saint_Lucia; 2012,""75 [52-107]"",""2 [1-2]"""
"Saint_Lucia; 2011,""74 [52-105]"",""1 [1-2]"""
"Saint_Lucia; 2010,""73 [51-103]"",""1 [1-2]"""
"Saint_Lucia; 2009,""80 [56-111]"",""2 [1-2]"""
"Saint_Lucia; 2008,""80 [56-112]"",""2 [1-2]"""
"Saint_Lucia; 2007,""80 [57-112]"",""2 [1-2]"""
"Saint_Lucia; 2006,""79 [56-110]"",""2 [1-2]"""
"Saint_Lucia; 2005,""82 [58-114]"",""2 [1-2]"""
"Saint_Lucia; 2004,""83 [60-115]"",""2 [1-2]"""
"Saint_Lucia; 2003,""67 [49-91]"",""2 [1-3]"""
"Saint_Lucia; 2002,""67 [50-91]"",""2 [1-3]"""
"Saint_Lucia; 2001,""80 [59-108]"",""2 [2-3]"""
"Saint_Lucia; 2000,""87 [65-116]"",""3 [2-3]"""
"Saint_Lucia; 1999,""97 [74-130]"",""3 [2-4]"""
"Saint_Lucia; 1998,""96 [73-127]"",""3 [2-4]"""
"Saint_Lucia; 1997,""96 [73-126]"",""3 [2-4]"""
"Saint_Lucia; 1996,""59 [45-79]"",""2 [2-3]"""
"Saint_Lucia; 1995,""56 [42-74]"",""2 [2-3]"""
"Saint_Lucia; 1994,""52 [39-68]"",""2 [2-3]"""
"Saint_Lucia; 1993,""50 [37-66]"",""2 [1-3]"""
"Saint_Lucia; 1992,""49 [37-65]"",""2 [1-3]"""
"Saint_Lucia; 1991,""51 [38-68]"",""2 [2-3]"""
"Saint_Lucia; 1990,""55 [41-75]"",""2 [2-3]"""
"Saint_Lucia; 1989,""55 [40-75]"",""2 [2-3]"""
"Saint_Lucia; 1988,""58 [41-80]"",""2 [2-3]"""
"Saint_Lucia; 1987,""54 [38-77]"",""2 [2-3]"""
"Saint_Lucia; 1986,""47 [31-67]"",""2 [1-3]"""
"Saint_Lucia; 1985,""49 [31-72]"",""2 [1-3]"""
"Saint_Vincent_and_the_Grenadines; 2020,""62 [40-92]"",""1 [0-1]"""
"Saint_Vincent_and_the_Grenadines; 2019,""65 [43-96]"",""1 [0-1]"""
"Saint_Vincent_and_the_Grenadines; 2018,""60 [39-87]"",""1 [0-1]"""
"Saint_Vincent_and_the_Grenadines; 2017,""35 [23-49]"",""1 [0-1]"""
"Saint_Vincent_and_the_Grenadines; 2016,""35 [23-49]"",""1 [0-1]"""
"Saint_Vincent_and_the_Grenadines; 2015,""36 [24-51]"",""1 [0-1]"""
"Saint_Vincent_and_the_Grenadines; 2014,""40 [27-55]"",""1 [1-1]"""
"Saint_Vincent_and_the_Grenadines; 2013,""45 [31-62]"",""1 [1-1]"""
"Saint_Vincent_and_the_Grenadines; 2012,""45 [31-61]"",""1 [1-1]"""
"Saint_Vincent_and_the_Grenadines; 2011,""45 [31-61]"",""1 [1-1]"""
"Saint_Vincent_and_the_Grenadines; 2010,""45 [32-60]"",""1 [1-1]"""
"Saint_Vincent_and_the_Grenadines; 2009,""45 [32-61]"",""1 [1-1]"""
"Saint_Vincent_and_the_Grenadines; 2008,""39 [28-52]"",""1 [1-1]"""
"Saint_Vincent_and_the_Grenadines; 2007,""47 [34-64]"",""1 [1-1]"""
"Saint_Vincent_and_the_Grenadines; 2006,""50 [35-67]"",""1 [1-1]"""
"Saint_Vincent_and_the_Grenadines; 2005,""54 [38-72]"",""1 [1-1]"""
"Saint_Vincent_and_the_Grenadines; 2004,""53 [38-71]"",""1 [1-1]"""
"Saint_Vincent_and_the_Grenadines; 2003,""61 [44-82]"",""1 [1-2]"""
"Saint_Vincent_and_the_Grenadines; 2002,""61 [45-81]"",""1 [1-2]"""
"Saint_Vincent_and_the_Grenadines; 2001,""63 [46-84]"",""1 [1-2]"""
"Saint_Vincent_and_the_Grenadines; 2000,""76 [56-101]"",""2 [1-2]"""
"Saint_Vincent_and_the_Grenadines; 1999,""70 [52-92]"",""1 [1-2]"""
"Saint_Vincent_and_the_Grenadines; 1998,""82 [61-108]"",""2 [1-2]"""
"Saint_Vincent_and_the_Grenadines; 1997,""93 [69-122]"",""2 [1-2]"""
"Saint_Vincent_and_the_Grenadines; 1996,""92 [68-121]"",""2 [1-2]"""
"Saint_Vincent_and_the_Grenadines; 1995,""59 [44-78]"",""2 [1-2]"""
"Saint_Vincent_and_the_Grenadines; 1994,""63 [47-84]"",""2 [1-3]"""
"Saint_Vincent_and_the_Grenadines; 1993,""63 [47-84]"",""2 [1-3]"""
"Saint_Vincent_and_the_Grenadines; 1992,""58 [43-79]"",""2 [1-2]"""
"Saint_Vincent_and_the_Grenadines; 1991,""56 [42-76]"",""2 [1-2]"""
"Saint_Vincent_and_the_Grenadines; 1990,""60 [44-82]"",""2 [1-2]"""
"Saint_Vincent_and_the_Grenadines; 1989,""59 [43-81]"",""2 [1-2]"""
"Saint_Vincent_and_the_Grenadines; 1988,""65 [47-90]"",""2 [1-3]"""
"Saint_Vincent_and_the_Grenadines; 1987,""67 [49-95]"",""2 [1-3]"""
"Saint_Vincent_and_the_Grenadines; 1986,""73 [52-105]"",""2 [2-3]"""
"Saint_Vincent_and_the_Grenadines; 1985,""78 [55-113]"",""2 [2-3]"""
"Samoa; 2020,""59 [26-137]"",""4 [2-8]"""
"Samoa; 2019,""66 [30-151]"",""4 [2-9]"""
"Samoa; 2018,""58 [26-131]"",""3 [2-8]"""
"Samoa; 2017,""59 [27-131]"",""4 [2-8]"""
"Samoa; 2016,""57 [26-127]"",""3 [2-8]"""
"Samoa; 2015,""58 [27-128]"",""3 [2-8]"""
"Samoa; 2014,""60 [28-130]"",""4 [2-8]"""
"Samoa; 2013,""58 [27-125]"",""3 [2-7]"""
"Samoa; 2012,""63 [30-133]"",""4 [2-8]"""
"Samoa; 2011,""59 [28-122]"",""4 [2-7]"""
"Samoa; 2010,""62 [30-126]"",""4 [2-8]"""
"Samoa; 2009,""62 [27-140]"",""4 [2-8]"""
"Samoa; 2008,""59 [29-117]"",""4 [2-7]"""
"Samoa; 2007,""59 [29-117]"",""4 [2-7]"""
"Samoa; 2006,""58 [29-116]"",""3 [2-7]"""
"Samoa; 2005,""62 [31-121]"",""4 [2-7]"""
"Samoa; 2004,""62 [32-119]"",""4 [2-7]"""
"Samoa; 2003,""64 [33-120]"",""4 [2-7]"""
"Samoa; 2002,""67 [35-127]"",""4 [2-8]"""
"Samoa; 2001,""73 [39-138]"",""4 [2-8]"""
"Samoa; 2000,""75 [40-138]"",""4 [2-8]"""
"Samoa; 1999,""76 [41-138]"",""5 [2-8]"""
"Samoa; 1998,""80 [44-142]"",""5 [3-9]"""
"Samoa; 1997,""81 [45-143]"",""5 [3-9]"""
"Samoa; 1996,""87 [49-151]"",""5 [3-9]"""
"Samoa; 1995,""90 [51-155]"",""5 [3-9]"""
"Samoa; 1994,""91 [52-157]"",""5 [3-9]"""
"Samoa; 1993,""90 [52-152]"",""5 [3-9]"""
"Samoa; 1992,""97 [57-163]"",""6 [3-10]"""
"Samoa; 1991,""101 [60-169]"",""6 [4-10]"""
"Samoa; 1990,""98 [59-165]"",""6 [4-10]"""
"Samoa; 1989,""104 [62-174]"",""6 [4-10]"""
"Samoa; 1988,""106 [63-179]"",""6 [4-11]"""
"Samoa; 1987,""111 [65-186]"",""7 [4-11]"""
"Samoa; 1986,""118 [68-200]"",""7 [4-12]"""
"Samoa; 1985,""116 [66-201]"",""7 [4-12]"""
"Sao_Tome_and_Principe; 2020,""146 [74-253]"",""9 [4-15]"""
"Sao_Tome_and_Principe; 2019,""142 [72-243]"",""9 [4-15]"""
"Sao_Tome_and_Principe; 2018,""149 [77-251]"",""9 [5-15]"""
"Sao_Tome_and_Principe; 2017,""144 [75-241]"",""9 [5-14]"""
"Sao_Tome_and_Principe; 2016,""164 [88-275]"",""10 [5-16]"""
"Sao_Tome_and_Principe; 2015,""139 [76-230]"",""10 [5-16]"""
"Sao_Tome_and_Principe; 2014,""144 [81-238]"",""10 [6-17]"""
"Sao_Tome_and_Principe; 2013,""158 [90-256]"",""11 [6-18]"""
"Sao_Tome_and_Principe; 2012,""160 [92-256]"",""11 [6-18]"""
"Sao_Tome_and_Principe; 2011,""183 [106-291]"",""13 [7-20]"""
"Sao_Tome_and_Principe; 2010,""160 [95-251]"",""11 [7-18]"""
"Sao_Tome_and_Principe; 2009,""157 [94-242]"",""11 [7-17]"""
"Sao_Tome_and_Principe; 2008,""150 [92-228]"",""10 [6-16]"""
"Sao_Tome_and_Principe; 2007,""149 [93-225]"",""10 [7-16]"""
"Sao_Tome_and_Principe; 2006,""162 [103-243]"",""10 [6-15]"""
"Sao_Tome_and_Principe; 2005,""160 [104-237]"",""10 [6-14]"""
"Sao_Tome_and_Principe; 2004,""159 [104-235]"",""10 [6-14]"""
"Sao_Tome_and_Principe; 2003,""166 [110-245]"",""10 [7-15]"""
"Sao_Tome_and_Principe; 2002,""170 [114-249]"",""10 [7-15]"""
"Sao_Tome_and_Principe; 2001,""182 [122-268]"",""11 [7-16]"""
"Sao_Tome_and_Principe; 2000,""179 [122-264]"",""11 [7-16]"""
"Sao_Tome_and_Principe; 1999,""169 [116-247]"",""10 [7-15]"""
"Sao_Tome_and_Principe; 1998,""192 [133-281]"",""10 [7-14]"""
"Sao_Tome_and_Principe; 1997,""191 [133-279]"",""10 [7-14]"""
"Sao_Tome_and_Principe; 1996,""180 [125-261]"",""9 [6-13]"""
"Sao_Tome_and_Principe; 1995,""177 [124-257]"",""9 [6-13]"""
"Sao_Tome_and_Principe; 1994,""179 [125-258]"",""9 [6-13]"""
"Sao_Tome_and_Principe; 1993,""181 [128-259]"",""9 [6-13]"""
"Sao_Tome_and_Principe; 1992,""177 [126-252]"",""9 [6-13]"""
"Sao_Tome_and_Principe; 1991,""180 [129-255]"",""9 [6-13]"""
"Sao_Tome_and_Principe; 1990,""186 [133-261]"",""9 [7-13]"""
"Sao_Tome_and_Principe; 1989,""220 [156-308]"",""11 [8-15]"""
"Sao_Tome_and_Principe; 1988,""185 [130-262]"",""9 [6-13]"""
"Sao_Tome_and_Principe; 1987,""191 [134-272]"",""10 [7-14]"""
"Sao_Tome_and_Principe; 1986,""257 [162-411]"",""10 [6-16]"""
"Sao_Tome_and_Principe; 1985,""257 [178-374]"",""10 [7-15]"""
"Saudi_Arabia; 2020,""16 [11-22]"",""108 [73-149]"""
"Saudi_Arabia; 2019,""18 [12-24]"",""117 [80-161]"""
"Saudi_Arabia; 2018,""17 [12-23]"",""110 [77-150]"""
"Saudi_Arabia; 2017,""16 [12-22]"",""106 [75-144]"""
"Saudi_Arabia; 2016,""16 [12-22]"",""103 [73-139]"""
"Saudi_Arabia; 2015,""16 [11-22]"",""101 [71-138]"""
"Saudi_Arabia; 2014,""15 [11-20]"",""97 [68-132]"""
"Saudi_Arabia; 2013,""14 [10-19]"",""93 [66-127]"""
"Saudi_Arabia; 2012,""15 [11-21]"",""100 [70-135]"""
"Saudi_Arabia; 2011,""15 [11-21]"",""100 [71-136]"""
"Saudi_Arabia; 2010,""15 [11-21]"",""98 [70-135]"""
"Saudi_Arabia; 2009,""17 [12-23]"",""106 [76-146]"""
"Saudi_Arabia; 2008,""16 [12-22]"",""101 [72-139]"""
"Saudi_Arabia; 2007,""17 [12-24]"",""105 [76-145]"""
"Saudi_Arabia; 2006,""17 [12-24]"",""99 [72-137]"""
"Saudi_Arabia; 2005,""17 [12-24]"",""95 [68-131]"""
"Saudi_Arabia; 2004,""18 [13-25]"",""102 [74-141]"""
"Saudi_Arabia; 2003,""20 [15-27]"",""113 [83-155]"""
"Saudi_Arabia; 2002,""21 [15-28]"",""122 [90-166]"""
"Saudi_Arabia; 2001,""21 [15-28]"",""123 [92-166]"""
"Saudi_Arabia; 2000,""22 [16-29]"",""128 [97-174]"""
"Saudi_Arabia; 1999,""22 [17-29]"",""128 [97-172]"""
"Saudi_Arabia; 1998,""23 [17-31]"",""133 [101-179]"""
"Saudi_Arabia; 1997,""24 [18-32]"",""136 [103-183]"""
"Saudi_Arabia; 1996,""23 [17-31]"",""130 [98-176]"""
"Saudi_Arabia; 1995,""25 [19-34]"",""140 [105-190]"""
"Saudi_Arabia; 1994,""23 [18-32]"",""132 [99-180]"""
"Saudi_Arabia; 1993,""25 [19-35]"",""143 [107-196]"""
"Saudi_Arabia; 1992,""25 [18-34]"",""138 [102-191]"""
"Saudi_Arabia; 1991,""27 [20-38]"",""149 [110-208]"""
"Saudi_Arabia; 1990,""29 [21-41]"",""160 [117-226]"""
"Saudi_Arabia; 1989,""29 [21-41]"",""156 [113-222]"""
"Saudi_Arabia; 1988,""31 [22-46]"",""166 [120-243]"""
"Saudi_Arabia; 1987,""32 [23-48]"",""169 [121-250]"""
"Saudi_Arabia; 1986,""35 [24-52]"",""177 [125-268]"""
"Saudi_Arabia; 1985,""36 [25-55]"",""180 [125-275]"""
"Senegal; 2020,""261 [197-376]"",""1 417 [1 070-2 040]"""
"Senegal; 2019,""258 [196-364]"",""1 381 [1 049-1 950]"""
"Senegal; 2018,""277 [215-384]"",""1 468 [1 135-2 029]"""
"Senegal; 2017,""278 [217-375]"",""1 444 [1 126-1 948]"""
"Senegal; 2016,""280 [221-372]"",""1 435 [1 131-1 905]"""
"Senegal; 2015,""321 [255-420]"",""1 630 [1 298-2 135]"""
"Senegal; 2014,""346 [277-445]"",""1 756 [1 409-2 261]"""
"Senegal; 2013,""353 [284-451]"",""1 772 [1 425-2 265]"""
"Senegal; 2012,""394 [317-495]"",""1 942 [1 564-2 441]"""
"Senegal; 2011,""417 [339-519]"",""2 021 [1 641-2 513]"""
"Senegal; 2010,""450 [367-559]"",""2 133 [1 740-2 650]"""
"Senegal; 2009,""471 [385-582]"",""2 196 [1 795-2 713]"""
"Senegal; 2008,""491 [402-604]"",""2 214 [1 812-2 722]"""
"Senegal; 2007,""477 [391-585]"",""2 107 [1 729-2 585]"""
"Senegal; 2006,""490 [402-597]"",""2 135 [1 753-2 602]"""
"Senegal; 2005,""519 [425-629]"",""2 194 [1 797-2 659]"""
"Senegal; 2004,""550 [452-667]"",""2 259 [1 858-2 743]"""
"Senegal; 2003,""565 [462-684]"",""2 282 [1 865-2 764]"""
"Senegal; 2002,""598 [486-725]"",""2 361 [1 921-2 862]"""
"Senegal; 2001,""596 [480-725]"",""2 307 [1 858-2 806]"""
"Senegal; 2000,""638 [510-778]"",""2 432 [1 944-2 965]"""
"Senegal; 1999,""628 [501-767]"",""2 356 [1 878-2 875]"""
"Senegal; 1998,""624 [489-764]"",""2 271 [1 780-2 780]"""
"Senegal; 1997,""606 [474-744]"",""2 159 [1 687-2 649]"""
"Senegal; 1996,""606 [475-748]"",""2 109 [1 653-2 604]"""
"Senegal; 1995,""617 [484-765]"",""2 110 [1 655-2 616]"""
"Senegal; 1994,""605 [474-749]"",""2 034 [1 592-2 518]"""
"Senegal; 1993,""583 [456-723]"",""1 937 [1 514-2 400]"""
"Senegal; 1992,""587 [462-729]"",""1 915 [1 506-2 376]"""
"Senegal; 1991,""568 [447-704]"",""1 823 [1 435-2 260]"""
"Senegal; 1990,""553 [434-686]"",""1 754 [1 376-2 173]"""
"Senegal; 1989,""595 [465-740]"",""1 844 [1 441-2 295]"""
"Senegal; 1988,""618 [477-775]"",""1 878 [1 449-2 354]"""
"Senegal; 1987,""654 [499-825]"",""1 983 [1 513-2 498]"""
"Senegal; 1986,""709 [534-903]"",""2 121 [1 597-2 701]"""
"Senegal; 1985,""760 [563-984]"",""2 257 [1 672-2 923]"""
"Serbia; 2020,""10 [8-14]"",""7 [5-10]"""
"Serbia; 2019,""10 [8-14]"",""7 [6-10]"""
"Serbia; 2018,""11 [9-15]"",""8 [6-10]"""
"Serbia; 2017,""12 [9-15]"",""8 [7-11]"""
"Serbia; 2016,""12 [10-15]"",""8 [7-11]"""
"Serbia; 2015,""13 [10-16]"",""9 [7-11]"""
"Serbia; 2014,""13 [10-16]"",""9 [7-11]"""
"Serbia; 2013,""13 [11-16]"",""9 [7-11]"""
"Serbia; 2012,""13 [11-16]"",""10 [8-12]"""
"Serbia; 2011,""14 [12-17]"",""10 [8-12]"""
"Serbia; 2010,""14 [12-17]"",""10 [8-12]"""
